L,g,E_p0,E_p1,E_p2,E_m0,E_m1,E_m2,Mx
  16, 6.38575614518591E-01,-1.76778631903239E+01,-1.61022099839654E+01,-1.57138284793703E+01,-1.76776881499638E+01,-1.60001772711770E+01,-1.60001772711768E+01, 9.36613754809475E-01
  16, 6.96316574356964E-01,-1.80074478112078E+01,-1.66276931752584E+01,-1.61740240315912E+01,-1.80067889256351E+01,-1.65089581293615E+01,-1.65089581293615E+01, 9.20431809790694E-01
  16, 7.46868589480215E-01,-1.83241579186810E+01,-1.71057835785918E+01,-1.65910212535432E+01,-1.83222606644810E+01,-1.69727197555974E+01,-1.69727197555973E+01, 9.03039155698129E-01
  16, 7.93132405742996E-01,-1.86387171403376E+01,-1.75559515323680E+01,-1.69835515474317E+01,-1.86340954556971E+01,-1.74115551718359E+01,-1.74115551718359E+01, 8.83491599736036E-01
  16, 8.37390524073114E-01,-1.89637368693979E+01,-1.79952552546021E+01,-1.73682924964663E+01,-1.89536073738828E+01,-1.78437178975735E+01,-1.78437178975735E+01, 8.60279303237900E-01
  16, 8.81648642403232E-01,-1.93148918762025E+01,-1.84395559933479E+01,-1.77615605108353E+01,-1.92941218413647E+01,-1.82874059899558E+01,-1.82874059899558E+01,-8.30998549595725E-01
  16, 9.27912458666013E-01,-1.97132513295001E+01,-1.89047389273905E+01,-1.81812371642843E+01,-1.96724755065849E+01,-1.87628910591973E+01,-1.87628910591973E+01, 7.92061068894284E-01
  16, 9.78464473789263E-01,-2.01887948024829E+01,-1.94083782994518E+01,-1.86492114631550E+01,-2.01114908616013E+01,-1.92953062981841E+01,-1.92953062981840E+01, 7.39358639349800E-01
  16, 1.00000000000000E+00,-2.04045944747566E+01,-1.96204573521202E+01,-1.88513872044206E+01,-2.03063407752178E+01,-1.95259794871532E+01,-1.95259794871532E+01,-7.14523291999361E-01
  16, 1.03620543362764E+00,-2.07846831951188E+01,-1.99734458475783E+01,-1.91948769680427E+01,-2.06439605177488E+01,-1.99187155257055E+01,-1.99187155257055E+01,-6.71721073196807E-01
  16, 1.10514650599932E+00,-2.15619774204138E+01,-2.06365503996185E+01,-1.98606238073858E+01,-2.13191582140808E+01,-2.06825643975498E+01,-2.06825643975498E+01,-5.95688819785461E-01
  16, 1.19119050350306E+00,-2.26085925568844E+01,-2.14608602420859E+01,-2.07110082974957E+01,-2.22137068923720E+01,-2.16624889177607E+01,-2.16624889177607E+01,-5.22978117153720E-01
  16, 1.30344703838640E+00,-2.40607839902754E+01,-2.25525620235390E+01,-2.18487004769189E+01,-2.34502002700607E+01,-2.29790997254684E+01,-2.29790997254684E+01, 4.61402694164531E-01
  16, 1.45653857938074E+00,-2.61439938492388E+01,-2.40871946456904E+01,-2.34430279588868E+01,-2.52301425407153E+01,-2.48314693122178E+01,-2.48314693122177E+01, 4.12040351494270E-01
  16, 1.67478104814623E+00,-2.92436886767791E+01,-2.63601065728270E+01,-2.57821625316364E+01,-2.78940228309997E+01,-2.75579993369532E+01,-2.75579993369531E+01,-3.72713092993319E-01
  16, 2.00000000000000E+00,-3.40334249926948E+01,-2.98825525477511E+01,-2.93702317872048E+01,-3.20334172455596E+01,-3.17491389175490E+01,-3.17491389175488E+01,-3.41064190239291E-01
  17, 0.00000000000000E+00,-1.70000000000000E+01,-1.30000000000000E+01,-1.30000000000000E+01,-1.70000000000000E+01,-1.30000000000000E+01,-1.30000000000000E+01, 1.00000000000000E+00
  17, 2.18242468765491E-01,-1.72030364522370E+01,-1.40570502522350E+01,-1.39850232285948E+01,-1.72030364522354E+01,-1.40387469617199E+01,-1.40387469617199E+01, 9.93918389792578E-01
  17, 3.71334009759827E-01,-1.75912626187108E+01,-1.50366862965126E+01,-1.48906545772611E+01,-1.75912626060152E+01,-1.49992072190787E+01,-1.49992072190786E+01,-9.81624528046303E-01
  17, 4.83590544643172E-01,-1.80093690672697E+01,-1.58809073821015E+01,-1.56621013906027E+01,-1.80093679939853E+01,-1.58241770803079E+01,-1.58241770803079E+01, 9.67249536513256E-01
  17, 5.69634542146905E-01,-1.84096431934567E+01,-1.66002780077871E+01,-1.63118848881320E+01,-1.84096267711157E+01,-1.65248905259624E+01,-1.65248905259624E+01, 9.52148076894878E-01
  17, 6.38575614518591E-01,-1.87826907216135E+01,-1.72212887204056E+01,-1.68672246252963E+01,-1.87825826082139E+01,-1.71283461378885E+01,-1.71283461378885E+01,-9.36613704965049E-01
  17, 6.96316574356964E-01,-1.91327852331182E+01,-1.77708110846980E+01,-1.73548638766421E+01,-1.91323417089133E+01,-1.76618061955442E+01,-1.76618061955441E+01,-9.20431134298030E-01
  17, 7.46868589480215E-01,-1.94690959405329E+01,-1.82723722461984E+01,-1.77977723156240E+01,-1.94677269719558E+01,-1.81491975627994E+01,-1.81491975627993E+01,-9.03033841153419E-01
  17, 7.93132405742996E-01,-1.98029595981142E+01,-1.87461464689468E+01,-1.82155167008028E+01,-1.97994211928455E+01,-1.86113188359994E+01,-1.86113188359994E+01, 8.83462059058632E-01
  17, 8.37390524073114E-01,-2.01477162327932E+01,-1.92099898623051E+01,-1.86256762455290E+01,-2.01395383702058E+01,-1.90672288694135E+01,-1.90672288694134E+01, 8.60149283165922E-01
  17, 8.81648642403232E-01,-2.05199896117367E+01,-1.96806514825798E+01,-1.90455812206449E+01,-2.05023736227634E+01,-1.95360721729620E+01,-1.95360721729620E+01, 8.30516998339297E-01
  17, 9.27912458666013E-01,-2.09422560497542E+01,-2.01749693029679E+01,-1.94943431892143E+01,-2.09060238362212E+01,-2.00393078677928E+01,-2.00393078677928E+01, 7.90538641937450E-01
  17, 9.78464473789263E-01,-2.14467346396831E+01,-2.07115153471693E+01,-1.99954678486961E+01,-2.13750540697782E+01,-2.06036676243210E+01,-2.06036676243209E+01, 7.35392080407006E-01
  17, 1.00000000000000E+00,-2.16759028949189E+01,-2.09377560192125E+01,-2.02121774967774E+01,-2.15834373145232E+01,-2.08484392432570E+01,-2.08484392432569E+01, 7.09133100019594E-01
  17, 1.03620543362764E+00,-2.20798793849279E+01,-2.13146597649502E+01,-2.05806273420520E+01,-2.19447741013475E+01,-2.12655038685395E+01,-2.12655038685395E+01, 6.63779599215173E-01
  17, 1.10514650599932E+00,-2.29067467013880E+01,-2.20241122220385E+01,-2.12956092944434E+01,-2.26681938276776E+01,-2.20777073514592E+01,-2.20777073514592E+01, 5.83952485372493E-01
  17, 1.19119050350306E+00,-2.40200951002608E+01,-2.29092873037380E+01,-2.22102691683242E+01,-2.36275940744259E+01,-2.31213116204024E+01,-2.31213116204024E+01, 5.09536517986662E-01
  17, 1.30344703838640E+00,-2.55639942366535E+01,-2.40863342991290E+01,-2.34358505282715E+01,-2.49543663234299E+01,-2.45256584490865E+01,-2.45256584490864E+01, 4.48181568700988E-01
  17, 1.45653857938074E+00,-2.77778393255699E+01,-2.57459804766996E+01,-2.51559752634326E+01,-2.68642483035223E+01,-2.65043115887267E+01,-2.65043115887266E+01, 3.99834420086761E-01
  17, 1.67478104814623E+00,-3.10713940731840E+01,-2.82082150767440E+01,-2.76832397610399E+01,-2.97217720415562E+01,-2.94202521607541E+01,-2.94202521607540E+01,-3.61595207622934E-01
  17, 2.00000000000000E+00,-3.61605118138696E+01,-3.20265401617860E+01,-3.15643905963696E+01,-3.41605080643092E+01,-3.39065239628723E+01,-3.39065239628720E+01,-3.30881469283108E-01
  18, 0.00000000000000E+00,-1.80000000000000E+01,-1.40000000000000E+01,-1.40000000000000E+01,-1.80000000000000E+01,-1.40000000000000E+01,-1.40000000000000E+01,-1.00000000000000E+00
  18, 2.18242468765491E-01,-1.82149797729562E+01,-1.50710306013078E+01,-1.50063956052198E+01,-1.82149797729558E+01,-1.50546327214651E+01,-1.50546327214650E+01,-9.93918389792581E-01
  18, 3.71334009759827E-01,-1.86260427683185E+01,-1.60757369881671E+01,-1.59441637850434E+01,-1.86260427637444E+01,-1.60420468632481E+01,-1.60420468632480E+01, 9.81624528046318E-01
  18, 4.83590544643172E-01,-1.90687434017957E+01,-1.69469615861613E+01,-1.67488744616262E+01,-1.90687428983581E+01,-1.68957364902525E+01,-1.68957364902524E+01, 9.67249536511088E-01
  18, 5.69634542146905E-01,-1.94925592225146E+01,-1.76924592936118E+01,-1.74300161735896E+01,-1.94925501520347E+01,-1.76240082222857E+01,-1.76240082222857E+01, 9.52148076406754E-01
  18, 6.38575614518591E-01,-1.98875311080007E+01,-1.83381808786055E+01,-1.80142506835815E+01,-1.98874641944786E+01,-1.82532445222821E+01,-1.82532445222819E+01,-9.36613684600568E-01
  18, 6.96316574356964E-01,-2.02581580690225E+01,-1.89112751504646E+01,-1.85286842489029E+01,-2.02578588837337E+01,-1.88109453013698E+01,-1.88109453013698E+01,-9.20430806043004E-01
  18, 7.46868589480215E-01,-2.06141079425823E+01,-1.94358466123208E+01,-1.89969727124906E+01,-2.06131180126408E+01,-1.93215937434466E+01,-1.93215937434465E+01,-9.03030868848717E-01
  18, 7.93132405742996E-01,-2.09673291204138E+01,-1.99327808838751E+01,-1.94394840958476E+01,-2.09646139607186E+01,-1.98066807472838E+01,-1.98066807472838E+01,-8.83443421472894E-01
  18, 8.37390524073114E-01,-2.13318811180361E+01,-2.04207453082240E+01,-1.98746746429141E+01,-2.13252630382700E+01,-2.02860594999374E+01,-2.02860594999373E+01,-8.60057859449325E-01
  18, 8.81648642403232E-01,-2.17253172418708E+01,-2.09174014867707E+01,-2.03208713122483E+01,-2.17103369088197E+01,-2.07798132315128E+01,-2.07798132315128E+01,-8.30142591493551E-01
  18, 9.27912458666013E-01,-2.21714980785286E+01,-2.14405724831275E+01,-2.07984043810201E+01,-2.21392056344054E+01,-2.13105846425231E+01,-2.13105846425230E+01, 7.89241125502717E-01
  18, 9.78464473789263E-01,-2.27048915295142E+01,-2.20098355398461E+01,-2.13323902775393E+01,-2.26381970372725E+01,-2.19067045005093E+01,-2.19067045005093E+01,-7.31753396276581E-01
  18, 1.00000000000000E+00,-2.29474264913397E+01,-2.22501805493585E+01,-2.15635273399390E+01,-2.28601046055227E+01,-2.21655118948550E+01,-2.21655118948549E+01, 7.04087917344508E-01
  18, 1.03620543362764E+00,-2.33753053500274E+01,-2.26509252157918E+01,-2.19567796495857E+01,-2.32451625873747E+01,-2.26068203287610E+01,-2.26068203287610E+01, 6.56204914468453E-01
  18, 1.10514650599932E+00,-2.42517802330792E+01,-2.34066993604755E+01,-2.27207653468699E+01,-2.40168648438934E+01,-2.34672821645513E+01,-2.34672821645512E+01, 5.72746917956865E-01
  18, 1.19119050350306E+00,-2.54318217862030E+01,-2.43529517899035E+01,-2.36995207568913E+01,-2.50412309372108E+01,-2.45745443062711E+01,-2.45745443062711E+01, 4.96919819778783E-01
  18, 1.30344703838640E+00,-2.70673288410215E+01,-2.56157934674761E+01,-2.50128961303729E+01,-2.64584046609822E+01,-2.60667096235256E+01,-2.60667096235255E+01, 4.35957947256877E-01
  18, 1.45653857938074E+00,-2.94117288214295E+01,-2.74010228273932E+01,-2.68588541792602E+01,-2.84983098552806E+01,-2.81718588403301E+01,-2.81718588403301E+01, 3.88631876330218E-01
  18, 1.67478104814623E+00,-3.28991087542327E+01,-3.00531520782304E+01,-2.95744619989863E+01,-3.15495119634589E+01,-3.12775528301901E+01,-3.12775528301898E+01,-3.51413238459927E-01
  18, 2.00000000000000E+00,-3.82875996682168E+01,-3.41678540683988E+01,-3.37490995184528E+01,-3.62875978498630E+01,-3.60593882395647E+01,-3.60593882395646E+01,-3.21559273025413E-01
  19, 0.00000000000000E+00,-1.90000000000000E+01,-1.50000000000000E+01,-1.50000000000000E+01,-1.90000000000000E+01,-1.50000000000000E+01,-1.50000000000000E+01, 1.00000000000000E+00
  19, 2.18242468765491E-01,-1.92269230936758E+01,-1.60846998723903E+01,-1.60263910586891E+01,-1.92269230936758E+01,-1.60699278204562E+01,-1.60699278204561E+01, 9.93918389792580E-01
  19, 3.71334009759827E-01,-1.96608229205252E+01,-1.71141389556003E+01,-1.69950271071926E+01,-1.96608229188744E+01,-1.70837019718044E+01,-1.70837019718043E+01, 9.81624528046368E-01
  19, 4.83590544643172E-01,-2.01281178878040E+01,-1.80120089491590E+01,-1.78319205605242E+01,-2.01281176512475E+01,-1.79655496271915E+01,-1.79655496271915E+01, 9.67249536510599E-01
  19, 5.69634542146905E-01,-2.05754769015628E+01,-1.87832600722861E+01,-1.85435405837464E+01,-2.05754718827765E+01,-1.87208734331498E+01,-1.87208734331497E+01, 9.52148076248110E-01
  19, 6.38575614518591E-01,-2.09923793789950E+01,-1.94533081549521E+01,-1.91559645175764E+01,-2.09923378894829E+01,-1.93754484868365E+01,-1.93754484868364E+01,-9.36613676282031E-01
  19, 6.96316574356964E-01,-2.13835545342443E+01,-2.00495840758192E+01,-1.96966232822045E+01,-2.13833523382626E+01,-1.99570097161342E+01,-1.99570097161342E+01, 9.20430646564855E-01
  19, 7.46868589480215E-01,-2.17591727598409E+01,-2.05967742796517E+01,-2.01898236326234E+01,-2.17584555468567E+01,-2.04905883363284E+01,-2.04905883363284E+01, 9.03029206931308E-01
  19, 7.93132405742996E-01,-2.21317947012646E+01,-2.11164816575940E+01,-2.06567070472544E+01,-2.21297071013571E+01,-2.09983580767637E+01,-2.09983580767637E+01, 8.83431665519481E-01
  19, 8.37390524073114E-01,-2.25161934152680E+01,-2.16281963680321E+01,-2.11165863547591E+01,-2.25108263379611E+01,-2.15009582835818E+01,-2.15009582835818E+01, 8.59993577333333E-01
  19, 8.81648642403232E-01,-2.29308351812179E+01,-2.21505160616442E+01,-2.15887708970169E+01,-2.29180667139696E+01,-2.20194052253239E+01,-2.20194052253239E+01,-8.29851316247488E-01
  19, 9.27912458666013E-01,-2.34009411279341E+01,-2.27022835969422E+01,-2.20948005119282E+01,-2.33720833340758E+01,-2.25775227455504E+01,-2.25775227455504E+01,-7.88133120751638E-01
  19, 9.78464473789263E-01,-2.39632314928247E+01,-2.33040958276678E+01,-2.26613980913891E+01,-2.39009866944495E+01,-2.32052424096526E+01,-2.32052424096525E+01,-7.28403847360978E-01
  19, 1.00000000000000E+00,-2.42191311708821E+01,-2.35584964071034E+01,-2.29068718404294E+01,-2.41364105589954E+01,-2.34780321978726E+01,-2.34780321978726E+01,-6.99348289737671E-01
  19, 1.03620543362764E+00,-2.46709256452679E+01,-2.39830208092034E+01,-2.33247941190651E+01,-2.45451944246673E+01,-2.39435139908614E+01,-2.39435139908613E+01, 6.48956943682847E-01
  19, 1.10514650599932E+00,-2.55970358052677E+01,-2.47851116363397E+01,-2.41375954567762E+01,-2.53652366465212E+01,-2.48521609841530E+01,-2.48521609841530E+01,-5.62031793601948E-01
  19, 1.19119050350306E+00,-2.68437269637513E+01,-2.57926598460966E+01,-2.51803124716077E+01,-2.64546716665091E+01,-2.60230802344013E+01,-2.60230802344012E+01, 4.85060838223218E-01
  19, 1.30344703838640E+00,-2.85707545383099E+01,-2.71417143430469E+01,-2.65814336418381E+01,-2.79623500037949E+01,-2.76031616476889E+01,-2.76031616476888E+01, 4.24624613088905E-01
  19, 1.45653857938074E+00,-3.10456472893932E+01,-2.90530287107554E+01,-2.85533035929104E+01,-3.01323423478082E+01,-2.98350211753355E+01,-2.98350211753354E+01, 3.78307274338398E-01
  19, 1.67478104814623E+00,-3.47268287675263E+01,-3.18955375451970E+01,-3.14574953536242E+01,-3.33772465517349E+01,-3.31307911338260E+01,-3.31307911338259E+01,-3.42043844924552E-01
  19, 2.00000000000000E+00,-4.04146880206670E+01,-3.63070273016901E+01,-3.59260229684948E+01,-3.84146871373083E+01,-3.82085765025509E+01,-3.82085765025506E+01,-3.12982948263742E-01
